community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 484,"['cake', 'snacks', 'icetea', 'coffeelover', 'healthyfood', 'matcha', 'protein', 'snack']",41.0,k mean cluster 484,"['imfromthesouthbronx', 'erfrischungsgetränk', 'tischfussball', 'frischeluft', 'frischundsaisonal', 'zischfrischlarry', 'frischgekocht', 'frischvomfeld', 'frischeerdbeeren']",8.75,levenshtein cluster 484,"['women', 'photo', 'hotel', 'shots', 'hitze', 'mode', 'dose', 'foto', 'apfel']",17.5,,,
community cluster 485,"['photooftheday', 'banana', 'frühstück', 'halloween', 'pumpkin', 'healthyfood', 'snack', 'art']",51.0,k mean cluster 485,"['maintenance', 'gänsehautpur', 'grillschürze', 'organicseltzer', 'arbeitsplatz']",6.875,levenshtein cluster 485,"['women', 'design', 'green', 'essen', 'onset', 'dresden', 'easter', 'eis', 'lernen']",19.25,,,
community cluster 486,"['banana', 'winter', 'frühstück', 'wandern', 'instagood', 'coffeelover', 'fashion', 'nosugar']",54.0,k mean cluster 486,"['steirmark', 'südsteiermark', 'anniversary', 'antennesteiermark', 'igersgermany', 'steinerfood', 'supermarkt', 'dersteinerwirt', 'igerssteiermark', 'steirisch', 'steirerthaicurry', 'auftaktsteiermark', 'fernitzerpark', 'visitsteiermark', 'steiermarkfrühling', 'südoststeiermark', 'oststeiermark', 'stubenberghaus', 'Steiermark', 'madeindenmark']",0,levenshtein cluster 486,"['tester', 'bestes', 'essen', 'rose', 'see', 'beeren', 'soon', 'dose', 'wasser']",16.625,,,
community cluster 487,"['banana', 'healthylifestyle', 'photography', 'instagood', 'handmade', 'fruits', 'yummy', 'art']",66.0,k mean cluster 487,['schnäppchenalarm'],1.875,levenshtein cluster 487,"['herz', 'essen', 'kuchen', 'nissan', 'kärnten', 'kerzen', 'em', 'kessler', 'dell']",15.75,,,
community cluster 488,"['cookies', 'winter', 'photooftheday', 'nature', 'healthylifestyle', 'instagood', 'healthyfood', 'fashion']",68.0,k mean cluster 488,"['knuspermüsli', 'glucklichemenschen']",3.5,levenshtein cluster 488,"['selfie', 'veggie', 'selfmade', 'seaside', 'see', 'veli', 'service', 'selflove', 'split']",21.0,,,
community cluster 489,"['like', 'detox', 'travel', 'foodblogger', 'healthylifestyle', 'health', 'beautiful', 'yummy']",54.0,k mean cluster 489,"['atpworldtour', 'biohardseltzer', 'israeltravel', 'Distributors']",6.0,levenshtein cluster 489,"['teafarm', 'metal', 'best', 'uae', 'veggie', 'team', 'usa', 'veli', 'urban']",17.5,,,
community cluster 490,"['cookies', 'frühstück', 'healthylifestyle', 'cake', 'icetea', 'hotchocolate', 'fruits', 'berries']",40.0,k mean cluster 490,['bekindtoanimals'],1.875,levenshtein cluster 490,"['shots', 'chai', 'tarte', 'hvar', 'share', 'ship', 'horse', 'hanf', 'pure']",17.5,,,
community cluster 491,"['frühstück', 'wandern', 'nature', 'photography', 'salami', 'pumpkin', 'healthyfood', 'fashion']",71.0,k mean cluster 491,"['islandlife', 'blondies', 'zucchiniblondies', 'foodie', 'blondgirl', 'blondhair', 'bowtie', 'londoneye', 'blonde']",12.25,levenshtein cluster 491,"['jeans', 'zeit', 'uae', 'share', 'game', 'lake', 'team', 'see', 'park']",18.375,,,
community cluster 492,"['cookies', 'winter', 'photooftheday', 'frühstück', 'foodblogger', 'instagood', 'yummy', 'art']",62.0,k mean cluster 492,"['notwithoutmydogs', 'newcustomer', 'neighbours', 'neweconomy', 'newshoes', 'newshoeintown']",8.75,levenshtein cluster 492,"['great', 'bay', 'chai', 'herz', 'hvar', 'team', 'ocean', 'lend', 'Graz']",20.125,,,
community cluster 493,"['cookies', 'like', 'foodblogger', 'nature', 'photography', 'healthyfood', 'beautiful', 'fashion']",70.0,k mean cluster 493,"['femaleempowerment', 'femaleleaders', 'femaleleadership', 'femaleleader', 'femalemastermind', 'femalemusicians', 'femaledrummer', 'femalebassist', 'femaleguitarist', 'femalemusician', 'femaleinstrumentalist', 'lifelonglearning', 'familienbetrieb', 'museumsquartier', 'femalebusiness', 'femaleproducer']",0.0,levenshtein cluster 493,"['beats', 'trees', 'jan', 'dec', 'team', 'deko', 'see', 'eis', 'meow']",17.5,,,
community cluster 494,"['cookies', 'cake', 'icetea', 'healthyfood', 'fruits', 'nosugar', 'yummy', 'berries']",51.0,k mean cluster 494,"['photooftheday', 'besttimeoftheyear', 'RecipeOfTheDay', 'pictureoftheday', 'picoftheday', 'endoftheyear', 'quoteoftheday', 'lookoftheday', 'videooftheday', 'outfitoftheday', 'internatinalcoffeeday', 'laughoftheday', 'b2bsoftwaredays', 'catoftheday', 'shoesoftheday', 'artoftheday', 'moodoftheday', 'beeroftheday']",0,levenshtein cluster 494,"['pool', 'grow', 'best', 'red', 'boss', 'team', 'blue', 'town', 'brrrt']",14.875,,,
community cluster 495,"['travel', 'photography', 'hotchocolate', 'healthyfood', 'beautiful', 'fashion', 'art']",82.125,k mean cluster 495,"['igerslinz', 'aubergine', 'beekind', 'bergwelten', 'lesbian', '11ermini', 'verein', 'bealive', 'verdient', 'heavyrain', 'albertina', 'lehrling', 'rebellion', 'beerfan', 'beerart', 'beerselfie', 'belgium', 'berlinmusic', 'igersberlin', 'berlinmoabit']",0,levenshtein cluster 495,"['beats', 'rezept', 'green', 'hello', 'reels', 'trinken', 'grillen', 'chillin', 'eis']",19.25,,,
community cluster 496,"['winter', 'wandern', 'nature', 'salami', 'pumpkin', 'healthyfood', 'snack', 'break']",52.0,k mean cluster 496,"['suzukivitara', 'salzburgaustria']",5.25,levenshtein cluster 496,"['great', 'bay', 'bar', 'green', 'dream', 'urlaub', 'ocean', 'urban', 'Graz']",21.875,,,
community cluster 497,"['photooftheday', 'wood', 'foodblogger', 'snacks', 'instagood', 'healthyfood', 'beautiful', 'art']",59.0,k mean cluster 497,[],0.0,levenshtein cluster 497,"['selflove', 'selfmade', 'mylove', 'tealove']",13.5,,,
community cluster 498,"['like', 'icetea', 'fruits', 'healthyfood', 'matcha', 'snack', 'yummy', 'berries']",51.0,k mean cluster 498,"['threemonitorsetup', 'themenbuffet', 'greentea', 'nitrocoffee', 'greencoffee', 'treeoflife', 'streetsofgreece']",7.875,levenshtein cluster 498,"['refreshing', 'refresh']",12.25,,,
community cluster 499,"['photooftheday', 'winter', 'detox', 'travel', 'foodblogger', 'pumpkin', 'nosugar', 'yummy']",57.0,k mean cluster 499,"['curry', 'acerola', 'carla', 'couple', 'cars', 'pumps', 'couples', 'carlos', 'oculus']",12.25,levenshtein cluster 499,"['enjoyinglife', 'enjoylife']",8.75,,,
community cluster 500,"['winter', 'travel', 'wandern', 'landscape', 'fashion', 'tradition', 'yummy']",66.375,k mean cluster 500,"['schöckl', 'clichè', 'podcast', 'musicians', 'ethical', 'chiaseed', 'gehtsichaus', 'cutecats', 'china', 'tschucksl']",11.25,levenshtein cluster 500,"['singer', 'trees', 'cider', 'igers', 'bier', 'girl', 'diy', 'ginger', 'eis']",19.25,,,
community cluster 501,"['photooftheday', 'wood', 'nature', 'snacks', 'instagood', 'landscape', 'snack', 'art']",59.0,k mean cluster 501,"['mrandmrs', 'rainonme', 'youcandoit', 'radon', 'freedom', 'stephansdom']",8.75,levenshtein cluster 501,"['wow', 'vote', 'pool', 'bestes', 'shots', 'proud', 'shoot', 'quotes', 'meow']",19.25,,,
community cluster 502,"['hiking', 'wandern', 'nature', 'cake', 'photography', 'salami', 'yummy']",75.375,k mean cluster 502,"['sunshine', 'inspired', 'thinkpink', 'inspiring', 'inspiriti', 'miniskirt', 'inspo', 'firstprize', 'natureinspired']",14.0,levenshtein cluster 502,"['linz', 'winzer', 'jan', 'japan', 'band', 'urban', 'rain', 'brand', 'brunch']",21.0,,,
community cluster 503,"['hiking', 'wandern', 'cake', 'photography', 'icetea', 'landscape', 'forest', 'fashion']",65.0,k mean cluster 503,"['purerneidaufeuch', 'neinsagen', 'lernpause', 'kleinbauern', 'teigtaschen', 'weinwissen', 'weintrauben', 'bingoqueen', 'felixkaffee', 'wildkaffee', 'einfacher', 'drinkandfun', 'zeitschaffen', 'plastikfreieinkaufen', 'Bingoqueen', 'biokaffee']",0.0,levenshtein cluster 503,"['africa', 'milch', 'frucht', 'france', 'frisch', 'küche', 'nacht', 'brand', 'brunch']",17.5,,,
community cluster 504,"['like', 'hiking', 'foodblogger', 'nature', 'cake', 'tee', 'yummy']",58.5,k mean cluster 504,"['teampfirsich', 'teriyakitempeh']",3.5,levenshtein cluster 504,"['linz', 'kids', 'herz', 'hanf', 'vibe', 'diy', 'eis', 'Graz', 'lunch']",21.875,,,
community cluster 505,"['nature', 'cake', 'photography', 'forest', 'deliciousfood', 'fashion', 'break']",61.875,k mean cluster 505,['icedchailatte'],1.875,levenshtein cluster 505,"['linz', 'hitze', 'milk', 'jan', 'lgbt', 'nike', 'bier', 'girl', 'hund']",17.5,,,
community cluster 506,"['yummy', 'wood', 'photography', 'beautiful', 'deliciousfood', 'landscape', 'break']",56.25,k mean cluster 506,"['steakburger', 'oklahomacheeseburger', 'smashedburger', 'sandraburgstaller', 'salzburgerland', 'salzburgfood', 'salzburgblogger', 'salzburggram', 'salzburgbeyondmozart', 'vegansalzburg', 'salzburgstadt', 'ubitsalzburg', 'dasalzburgerkaffee', 'wifisalzburg']",3.75,levenshtein cluster 506,"['linz', 'jp', 'nye', 'flir', 'lake', 'uk', 'losinj', 'blue', 'giza']",14.0,,,
community cluster 507,"['matcha', 'travel', 'foodblogger', 'landscape', 'beautiful', 'deliciousfood', 'fashion', 'art']",60.0,k mean cluster 507,"['simplyhappy', 'liqidmoly', 'musicdaily', 'elcielo', 'musician', 'officelady', 'basicbitch']",7.875,levenshtein cluster 507,"['snow', 'pool', 'nye', 'wood', 'shoot', 'news', 'cold', 'sport', 'bmw']",21.875,,,
community cluster 508,"['winter', 'like', 'foodblogger', 'health', 'photography', 'forest', 'fashion', 'art']",57.0,k mean cluster 508,"['mindsetmatters', 'moviemaker', 'naturepatterns']",4.875,levenshtein cluster 508,"['photo', 'pool', 'yoga', 'mode', 'sport', 'prost', 'dog', 'foto', 'apfel']",20.125,,,
community cluster 509,"['detox', 'cake', 'photography', 'cider', 'icetea', 'tee', 'handmade', 'yummy']",54.0,k mean cluster 509,"['fashionselfie', 'fasionhair', 'fashiongoals', 'fashionistas', 'fashiongram', 'fashionstyle', 'fashionista', 'fashiontrends', 'fashioninspo', 'fashionshot', 'fashionzine', 'fashionbloggerde', 'fashionistastyle', 'fashiondiaries', 'fashionbloggerat', 'fashionbloggersl', 'fashionshoot', 'familiengetränk', 'earthismagical', 'fashionshoes', 'fashionable']",0,levenshtein cluster 509,"['pool', 'blog', 'rost', 'rose', 'moda', 'girl', 'park', 'dose', 'pure']",16.625,,,
community cluster 510,"['winter', 'yummi', 'photography', 'apple', 'applecider', 'cidergram', 'fashion', 'berries']",47.0,k mean cluster 510,"['monogramcreativeconsole', 'vacationgoals', 'vacationmodeon', 'vacationtime', 'vacationvibes', 'vacationlife', 'vacationstyle', 'vacationmood', 'vacationtine', 'fachkräftevonmorgen']",9.0,levenshtein cluster 510,"['metal', 'pool', 'nebel', 'äpfel', 'cgi', 'xeen', 'flir', 'feuer', 'dell']",10.5,,,
community cluster 511,"['photooftheday', 'like', 'health', 'chai', 'instagood', 'handmade', 'fashion', 'yummy']",55.0,k mean cluster 511,"['gutkick', 'fußabdruck', 'innsbruck', 'picknickbox', 'picknick']",6.875,levenshtein cluster 511,"['bar', 'best', 'herz', 'tee', 'prost', 'news', 'Repost', 'pasta', 'insta']",23.625,,,
community cluster 512,"['winter', 'cake', 'icetea', 'instagood', 'tee', 'fashion', 'milktea', 'fruits']",51.0,k mean cluster 512,"['lendhotelgraz', 'oetkergram', 'ideentriebwerkgraz', 'cafefottergraz', 'hamstergram', 'beerstagram', 'beersoftheworld']",10.125,levenshtein cluster 512,"['great', 'forest', 'bay', 'best', 'onset', 'vibes', 'lend', 'bmw', 'meow']",16.625,,,
community cluster 513,"['winter', 'cider', 'apple', 'instagood', 'applecider', 'cidergram', 'fruits', 'yummy']",40.0,k mean cluster 513,[],0.0,levenshtein cluster 513,"['best', 'lgbt', 'dec', 'blog', 'bye', 'deko', 'eis', 'dose', 'kunst']",16.625,,,
community cluster 514,"['like', 'photooftheday', 'bbq', 'japan', 'foodblogger', 'instagood', 'art']",50.625,k mean cluster 514,"['gooddrinks', 'xmasdrink', 'thinkdrink', 'functionaldrink', 'powerdrink', 'mitodrink', 'bowlupdrink', 'likelouisdrink', 'snackingdrink', 'bawadrinks', 'bawadrink', 'mongolianbbq', 'longdress', 'deliciousdrink', 'cooldrinks', 'colddrink', 'colddrinks', 'gindrink', 'softdrink']",0,levenshtein cluster 514,"['tester', 'duft', 'best', 'taste', 'band', 'rose', 'bier', 'see', 'dusk']",16.625,,,
community cluster 515,"['photooftheday', 'like', 'detox', 'bbq', 'japan', 'health', 'icetea', 'yummy']",46.0,k mean cluster 515,"['macchiato', 'reggaeton', 'meucoração', 'nosugaradded', 'illustrator']",6.875,levenshtein cluster 515,"['kenya', 'nebel', 'best', 'nye', 'xeen', 'bf', 'usa', 'desert', 'dxb']",11.375,,,
community cluster 516,"['photooftheday', 'travel', 'cake', 'cider', 'apple', 'applecider', 'berries', 'art']",53.0,k mean cluster 516,"['ancient', 'win', 'women', 'wein', 'wine', 'indien', 'wiwt', 'medien', 'winwin']",19.25,levenshtein cluster 516,"['vote', 'bar', 'nye', 'like', 'wine', 'mate', 'diy', 'news', 'dog']",23.625,,,
community cluster 517,"['like', 'detox', 'bbq', 'travel', 'health', 'forest', 'landscape', 'art']",44.0,k mean cluster 517,"['waldbeere', 'handwerk', 'landleben', 'dancers', 'wandmusic']",6.875,levenshtein cluster 517,"['wow', 'bay', 'nye', 'chef', 'onset', 'sonne', 'krk', 'vibe', 'bmw']",17.5,,,
community cluster 518,"['travel', 'icetea', 'tee', 'beautiful', 'cidergram', 'yummy', 'art']",69.75,k mean cluster 518,"['namenslieder', 'klangbruder', 'heimatlieder', 'schlaflieder', 'allejahrewieder', 'krafttanken', 'baldwieder']",7.875,levenshtein cluster 518,"['job', 'jan', 'dec', 'nye', 'mare', 'mode', 'eis', 'dose', 'pure']",16.625,,,
community cluster 519,"['like', 'wood', 'foodblogger', 'beautiful', 'handmade', 'landscape', 'art']",43.875,k mean cluster 519,"['geburtstagslocation', 'praesentationen', 'GreatBritain']",4.875,levenshtein cluster 519,"['öbb', 'minze', 'danke', 'pop', 'nye', 'red', 'rose', 'game', 'bier']",15.75,,,
community cluster 520,"['like', 'foodblogger', 'cake', 'snacks', 'instadrink', 'icetea', 'beautiful']",40.5,k mean cluster 520,"['genuss', '11ergenusswelt', 'genusseistee', 'genussmensch', 'genussstück', 'genusstückgraz', 'ventureshipaula', 'genussreich', 'genussvoll']",13.125,levenshtein cluster 520,"['atp', 'cpu', 'nye', 'cgi', 'vfx', 'c4d', 'em', 'TOP', 'dji']",9.625,,,
community cluster 521,"['like', 'detox', 'wood', 'foodblogger', 'cake', 'icetea', 'yummy']",45.0,k mean cluster 521,"['feelingblessed', 'israelarekillinggazanchildren', 'findyourinnerchild']",4.875,levenshtein cluster 521,"['bts', 'dp', 'a7s', 'nye', 'xeen', 'cine', 'diy', 'dell', 'ikea']",11.375,,,
community cluster 522,"['qualitytime', 'loves_austria', 'paradies', 'wanderlust', 'forest', 'landscape', 'austriavision', 'steigauf']",25.0,k mean cluster 522,"['bestteam', 'kuscheln', 'besteleben', 'muscheln', 'barmstein', 'muskeln', 'badteinach', 'masken', 'mastermind', 'baustelle', 'mozartkugeln', 'basketball']",7.0,levenshtein cluster 522,"['instadaily', 'instadrink']",8.75,,,
community cluster 523,"['yummi', 'snacks', 'chai', 'icetea', 'tee', 'matcha', 'milktea', 'berries']",30.0,k mean cluster 523,[],0.0,levenshtein cluster 523,"['bar', 'herz', 'reels', 'igers', 'vibes', 'mate', 'news', 'girls', 'dog']",22.75,,,
community cluster 524,"['bbq', 'yummy', 'japan', 'icetea', 'handmade', 'fruits', 'berries']",47.25,k mean cluster 524,"['richtigetouristenpics', 'achieverofunrealisticshit', 'arbeitssicherheitgoesdigital', 'architekturzentrumwien']",7.5,levenshtein cluster 524,"['happyiris', 'happyplace', 'happytimes', 'happygirl', 'happylife', 'happyfall', 'onehappyiris', 'happydunes']",12.0,,,
community cluster 525,"['detox', 'yummi', 'chai', 'icetea', 'tee', 'yummy', 'milktea', 'berries']",39.0,k mean cluster 525,[],0.0,levenshtein cluster 525,"['picture', 'hitze', 'herz', 'culture', 'autumn', 'autorin', 'future', 'austin', 'pure']",17.5,,,
community cluster 526,"['cake', 'cider', 'apple', 'applecider', 'cidergram', 'fruits', 'yummy']",32.625,k mean cluster 526,"['nopalmoil', 'jerktacos', 'workflow', 'normalitat', 'wynwoodwalls', 'informatik', 'workaholism']",7.875,levenshtein cluster 526,"['wow', 'bar', 'kids', 'like', 'wine', 'tee', 'india', 'krk', 'diy']",21.0,,,
community cluster 527,"['yummi', 'icetea', 'tee', 'milktea', 'berries']",31.625,k mean cluster 527,"['himbeerkuchen', 'himbeertorte', 'erdbeeren', 'schlafbeere', 'erdbeere', 'blaubeere', 'himbeeren', 'limette', 'brombeere', 'cinqueterre', 'swimbikerun', 'erdbeereis']",7.5,levenshtein cluster 527,"['jan', 'bye', 'nike', 'vibe', 'ship', 'diy', 'spicy', 'bmw', 'rain']",16.625,,,
community cluster 528,"['rotbusch', 'lecker', 'yummi', 'tee', 'organic', 'berries', 'rooibos']",36.0,k mean cluster 528,[],0.0,levenshtein cluster 528,"['job', 'zeit', 'kino', 'vino', 'milk', 'pop', 'deko', 'diy', 'dose']",16.625,,,
community cluster 529,"['cider', 'apple', 'cidergram', 'applecider']",12.0,k mean cluster 529,"['nurheute', 'willernten', 'zahnputztabletten', 'muttertag', 'öffnungszeiten', 'Lohberger', 'robertdenk', 'neuigkeiten']",16.0,levenshtein cluster 529,"['jp', 'fair', 'duft', 'red', 'bier', 'uk', 'see', 'diy', 'dusk']",15.75,,,
community cluster 530,"['tomshotstuff', 'spicy', 'gewinnspiel', 'chili', 'vegan', 'supportsmallbusiness', 'startup', 'hotsauce']",54.0,k mean cluster 530,"['meerschweinchen', 'mehrtürkisfürwien']",3.5,levenshtein cluster 530,"['öbb', 'atp', 'uae', 'flir', 'bf', 'usa', 'diy', 'em', 'giza']",9.625,,,
community cluster 531,"['friendshipgoals', 'pizzateig', 'chili', 'pizza', 'handmade', 'hotsauce', 'austria']",24.75,k mean cluster 531,"['squadgoals', 'couplegoals', 'familygoals', 'stylegoals', 'ootdgoals', 'cofoundergoals', 'outfitdetails', 'luxurygoals', 'outfitideas', 'reachingmygoals']",9.0,levenshtein cluster 531,"['ligt', 'cpu', 'cgi', 'vfx', 'a7s', 'cine', 'c4d', 'diy', 'TOP']",9.625,,,
community cluster 532,"['tomshotstuff', 'spicy', 'chili', 'vegan', 'supportsmallbusiness', 'startup', 'regional', 'nachhaltigkeit']",55.0,k mean cluster 532,"['art', 'warme', 'work', 'farm', 'warsaw', 'dark']",20.0,levenshtein cluster 532,"['africa', 'office']",7.0,,,
community cluster 533,"['handmadewithlove', 'gewinnspiel', 'cocktail', 'chili', 'onlineshopping', 'cocktails', 'regional']",41.625,k mean cluster 533,"['cake', 'market', 'mealprep', 'marry', 'malen', 'topmate', 'mate', 'pure', 'marryKunde', 'püre', 'marryme', 'muse', 'nomore', 'maria', 'tomate', 'cave', 'ambree', 'amore']",0,levenshtein cluster 533,"['couple', 'vote', 'proud', 'wow', 'chili', 'yoga', 'lend', 'cold', 'dog']",21.875,,,
community cluster 534,"['handmadewithlove', 'regional', 'summervibes', 'startup', 'win', 'handmade', 'winwinwin', 'organic']",64.0,k mean cluster 534,"['amsterdam', 'froheostern', 'hamster', 'hamsterlove', 'hipster', 'herstory']",7.5,levenshtein cluster 534,"['milk', 'chef', 'band', 'rost', 'rose', 'moda', 'soon', 'cold', 'corgi']",16.625,,,
community cluster 535,"['friendshipgoals', 'local', 'nachhaltig', 'regionaleinkaufen', 'handmade', 'austria', 'regional', 'giveaway']",38.0,k mean cluster 535,"['blumenwiese', 'bigeyes', 'billieeilish', 'blueberry']",7.5,levenshtein cluster 535,"['pop', 'red', 'cats', 'chill', 'moon', 'cover', 'hund', 'town', 'cold']",15.75,,,
community cluster 536,"['vegan', 'newproduct', 'madeinaustria', 'summervibes', 'supportsmallbusiness', 'doityourself', 'regional', 'nachhaltigkeit']",62.0,k mean cluster 536,"['türkisetürforthewin', 'dubistfrei', 'zuckerfreibacken', 'zuckerfreierezepte', 'projektzuckerfrei', 'zuckerrohr', 'zuckerrohrsaft', 'zuckerreduziert', 'zuckerbäcker']",8.75,levenshtein cluster 536,"['cpu', 'bar', 'cgi', 'boss', 'gala', 'cine', 'veli', 'dell', 'cold']",11.375,,,
community cluster 537,"['gewinnspiel', 'kärnten', 'regional', 'startup', 'easter', 'ostern', 'supportyourlocal', 'organic']",60.0,k mean cluster 537,"['freshjuice', 'freshfruits', 'fitnessdrink', 'buttermilchdrink', 'grazerdrink', 'bestdrink', 'urbandrinks', 'freshpasta']",9.0,levenshtein cluster 537,"['women', 'bar', 'torte', 'sonne', 'mate', 'see', 'horse', 'sofree', 'tomaten']",21.0,,,
